"","V1","X2.5..","X97.5..","variable"
"healthGood12",2.25444916297135,0.544093185239989,9.34130617015611,"rsnEmot"
"healthVery Good12",1.64965253016133,0.57557293907194,4.72807751291367,"rsnEmot"
"(Intercept)13",0.00413185310443394,0.000393357565732027,0.0434012500683684,"rsnHigh"
"sexMen13",2.12728584550425,1.40575795282449,3.21914954092224,"rsnHigh"
"employmentemployed part time13",0.985654682301735,0.542039240391047,1.7923336178437,"rsnHigh"
"employmentother13",1.45573092034943,0.80313410755821,2.63860355639024,"rsnHigh"
"employmentunemployed13",3.29545469465754,1.59671439145903,6.80148040415469,"rsnHigh"
"edFhigh school grad13",0.464820439647015,0.23149082010454,0.933333084292819,"rsnHigh"
"edFless than high school13",0.324001064903179,0.137381845923665,0.764123449882333,"rsnHigh"
"edFsome col/assoc dg13",0.486405659063841,0.269142591292093,0.879052490479163,"rsnHigh"
"raceBlack13",4.53010785846123,0.445721807174852,46.0418962656716,"rsnHigh"
"racehispanic13",10.043179508278,1.0160714076108,99.2700452743482,"rsnHigh"
"racemore than one13",15.0150884927693,1.27740877587645,176.492354446999,"rsnHigh"
"raceNative Am/AK/pac isl13",33.1274072162678,2.68713169731474,408.400194887764,"rsnHigh"
"raceNHW13",27.3654745641716,3.66128222688909,204.537413866241,"rsnHigh"
"age22-2913",0.766807299595974,0.417986969798019,1.40672670968141,"rsnHigh"
"age30-4913",0.436726186952001,0.229238871069408,0.832013181184644,"rsnHigh"
"age50+13",0.179179955580725,0.0583500173083151,0.550221884464388,"rsnHigh"
"hasInsuranceinsured13",0.798958560787987,0.356339218900262,1.79136830300759,"rsnHigh"
"marStatmarried13",1.06464628049409,0.546010631013406,2.07591507964992,"rsnHigh"
"metro13",1.22586020492841,0.652604000986405,2.3026724319124,"rsnHigh"
"incomeF20k-49k13",1.27692422677326,0.621833623061368,2.62214106868834,"rsnHigh"
"incomeF50k-74k13",1.84248638936529,0.83160078526291,4.08219443169847,"rsnHigh"
"incomeF75k+13",1.08531390328242,0.532998560260958,2.20996144545195,"rsnHigh"
"healthFair/Poor13",0.823939051822039,0.331877898777951,2.04555821167113,"rsnHigh"
"healthGood13",0.797263657580557,0.36682833674479,1.73277055240405,"rsnHigh"
"healthVery Good13",1.03267306474388,0.518546728926184,2.05654302526577,"rsnHigh"
"(Intercept)14",0.00403300346082198,0.000314161672255713,0.0517730784860446,"rsnRelax"
"sexMen14",0.82365265054984,0.454592117994645,1.49233491277948,"rsnRelax"
"employmentemployed part time14",0.862255395060008,0.447511536166172,1.66137474953052,"rsnRelax"
"employmentother14",1.22003252235958,0.453590522081466,3.28154862845161,"rsnRelax"
"employmentunemployed14",0.995721620731658,0.394270198907928,2.51467533873645,"rsnRelax"
"edFhigh school grad14",0.420844828072342,0.171313495706687,1.03383781052765,"rsnRelax"
"edFless than high school14",0.68826851310825,0.255109767444743,1.85690085832895,"rsnRelax"
"edFsome col/assoc dg14",1.18684852846229,0.582806265793256,2.41694283707784,"rsnRelax"
"raceBlack14",1.90715737557575,0.209425389468197,17.3677569107031,"rsnRelax"
"racehispanic14",1.2265751845917,0.13258522148871,11.3473180989803,"rsnRelax"
"racemore than one14",0.745059547570284,0.0746476120650248,7.43645662693246,"rsnRelax"
"raceNative Am/AK/pac isl14",1.1095962556709,0.0930461650185124,13.2321826520624,"rsnRelax"
"raceNHW14",1.89596713732899,0.254943293205098,14.0999645083411,"rsnRelax"
"age22-2914",1.19310138313695,0.650030638364298,2.18988279387152,"rsnRelax"
"age30-4914",0.592539210073114,0.258489844733937,1.35828436832967,"rsnRelax"
"age50+14",0.246954567470109,0.0659679942182858,0.924487080697742,"rsnRelax"
"hasInsuranceinsured14",1.91375834134469,0.839464234553438,4.36286721734448,"rsnRelax"
"marStatmarried14",1.11885063211175,0.550480456992999,2.27406208717195,"rsnRelax"
"metro14",2.84883216803806,1.08728262687248,7.46433771777746,"rsnRelax"
"incomeF20k-49k14",1.66093776184939,0.74878975265809,3.68423077231524,"rsnRelax"
"incomeF50k-74k14",2.17443579021577,0.833433681420764,5.67312206258703,"rsnRelax"
"incomeF75k+14",2.84641883044079,1.05473895322857,7.68161651135309,"rsnRelax"
"healthFair/Poor14",0.660731367215226,0.206161346652995,2.11759355819942,"rsnRelax"
"healthGood14",1.02847547269336,0.338309933924579,3.126605789139,"rsnRelax"
"healthVery Good14",1.29761467477718,0.440639103050499,3.82127648803816,"rsnRelax"
"(Intercept)15",6.508540149102e-10,2.5837660916347e-11,1.63950966806254e-08,"rsnExp"
"sexMen15",2.8633106817024,0.794231530954132,10.3226171971565,"rsnExp"
"employmentemployed part time15",2.22805442397369,0.601812299672879,8.24879537837144,"rsnExp"
"employmentother15",0.139407348725286,0.0167532870670017,1.16003556799864,"rsnExp"
"employmentunemployed15",1.33081690588077,0.21642910391347,8.18315838745123,"rsnExp"
"edFhigh school grad15",0.284680345774927,0.0288148861895401,2.81253581004776,"rsnExp"
"edFless than high school15",1.19550847902683,0.177146366777676,8.06813342787204,"rsnExp"
"edFsome col/assoc dg15",0.581463917226425,0.145051079807212,2.33090499902289,"rsnExp"
"raceBlack15",0.789092209521428,0.168822038386345,3.68830113105525,"rsnExp"
"racehispanic15",45888844.0484728,7888713.51323156,266936554.936755,"rsnExp"
"racemore than one15",55600903.4816855,5536665.29740748,558361450.786501,"rsnExp"
"raceNative Am/AK/pac isl15",3.87073554725279,0.370023343579469,40.4909418195898,"rsnExp"
"raceNHW15",40235039.976026,9214129.71723775,175693037.926724,"rsnExp"
"age22-2915",0.661047932193118,0.184835762929946,2.36417650853864,"rsnExp"
"age30-4915",6.97325711018934e-09,1.66881200411648e-09,2.91382819663683e-08,"rsnExp"
"age50+15",6.29683965851716e-09,1.48646233677837e-09,2.6674197323431e-08,"rsnExp"
"hasInsuranceinsured15",2.58116080358912,0.439167620229613,15.1704970655658,"rsnExp"
"marStatmarried15",1.53209859439197,0.362602956802237,6.47354374503369,"rsnExp"
"metro15",2.38804684218489,0.292313274261801,19.5090959686003,"rsnExp"
"incomeF20k-49k15",0.211958668471333,0.0463947193235857,0.968353247851231,"rsnExp"
"incomeF50k-74k15",0.209498574616932,0.0414252302043869,1.0594908597968,"rsnExp"
"incomeF75k+15",0.219587889859453,0.0502531038056802,0.959519665877371,"rsnExp"
"healthFair/Poor15",0.319658980904713,0.0418211156296182,2.44330794467552,"rsnExp"
"healthGood15",0.236313043636895,0.0550796815012727,1.0138739562545,"rsnExp"
"healthVery Good15",0.242033237943366,0.0584911076912084,1.00152126676437,"rsnExp"
"(Intercept)16",0.069656406200364,0.00199260981498566,2.43500503122083,"rsnSleep"
"sexMen16",1.65105673946163,0.726145399738813,3.75405305590613,"rsnSleep"
"employmentemployed part time16",1.10367461314059,0.300952064770256,4.04748062659386,"rsnSleep"
"employmentother16",0.288120200963415,0.0787255781122205,1.05446351991047,"rsnSleep"
"employmentunemployed16",0.667781933408791,0.127664667961386,3.49300019894355,"rsnSleep"
"edFhigh school grad16",0.410697666918511,0.0627992923060246,2.6858992739975,"rsnSleep"
"edFless than high school16",0.486886225640801,0.0833890848375989,2.842796478465,"rsnSleep"
"edFsome col/assoc dg16",0.413810108901665,0.121247372971549,1.41230941365954,"rsnSleep"
"raceBlack16",2.67186289330198,0.430248113153866,16.5924058754698,"rsnSleep"
"racehispanic16",0.20510726742355,0.0253342906702806,1.66055531996033,"rsnSleep"
"racemore than one16",0.0900240969112621,0.00667567412804312,1.21401043089321,"rsnSleep"
"raceNative Am/AK/pac isl16",0.856704355361501,0.0742527478732202,9.88437968313987,"rsnSleep"
"raceNHW16",0.616557700231061,0.115425046934773,3.29342207613773,"rsnSleep"
"age22-2916",0.64401290422425,0.163600015781518,2.53516247431932,"rsnSleep"
"age30-4916",0.202805725185245,0.0379944361050961,1.08253119099184,"rsnSleep"
"age50+16",0.258185781399113,0.026756948663113,2.49131164229378,"rsnSleep"
"hasInsuranceinsured16",0.639222593944645,0.21518943870942,1.89881774430891,"rsnSleep"
"marStatmarried16",1.80137323481754,0.722633907086029,4.4904418396336,"rsnSleep"
"metro16",0.901864513486322,0.429030433419026,1.89580863577463,"rsnSleep"
"incomeF20k-49k16",3.06005499981413,0.73648700876738,12.7143269201169,"rsnSleep"
"incomeF50k-74k16",1.70796275465698,0.315978718272883,9.23206723300959,"rsnSleep"
"incomeF75k+16",1.99767784110057,0.527767162576617,7.5615101503116,"rsnSleep"
"healthFair/Poor16",0.76479290146381,0.190956833375581,3.06303876006895,"rsnSleep"
"healthGood16",0.764959149420636,0.199803318893033,2.92869259391841,"rsnSleep"
"healthVery Good16",0.569603979432951,0.144040397105146,2.25248402466576,"rsnSleep"
