"","Estimate","Std. Error","t value","Pr(t)","outcome"
"raceNative Am/AK/pac isl15",-16.3916957950238,0.531406865697842,-30.8458487330575,1.92058069068835e-26,"rsnExp"
"raceasian15",-17.5847636340119,0.530572321092874,-33.1430097932563,1.80307190404369e-27,"rsnExp"
"racemore than one15",-0.0211927671400203,1.01543717190731,-0.020870584341731,0.983470895180728,"rsnExp"
"racehispanic15",0.0188330192124359,0.606551190748335,0.0310493483479944,0.975411737480488,"rsnExp"
"age22-2915",-0.669701609159337,0.598130866848532,-1.11965732965413,0.270707329534241,"rsnExp"
"age30-4915",-18.8919624783961,0.564316996097069,-33.4775713101975,1.29417307901045e-27,"rsnExp"
"age50+15",-19.1860693210151,0.563598666399647,-34.0420772170712,7.44792841599396e-28,"rsnExp"
"hasInsurance15",0.887201387009758,0.905878436641958,0.979382388544942,0.334308875471821,"rsnExp"
"(Intercept)16",-3.6107953913294,0.694084880508336,-5.20223893752724,9.38665776797748e-06,"rsnSleep"
"sexMen16",0.521719255466023,0.421877754198183,1.23665979131229,0.224687932701599,"rsnSleep"
"employmentemployed part time16",0.0886797539128003,0.657655991912501,0.134842159127775,0.893531781153759,"rsnSleep"
"employmentunemployed16",-0.636729376800369,0.810082238050194,-0.78600584840982,0.437307961991614,"rsnSleep"
"employmentother16",-1.3849115206162,0.672444440817203,-2.0595181349602,0.0471675684629882,"rsnSleep"
"edhigh school grad16",-0.0756365411084304,0.74851920771125,-0.101048230064402,0.920105722083707,"rsnSleep"
"edsome col/assoc dg16",-0.11492699087267,0.711786799117262,-0.161462661312628,0.872684676195085,"rsnSleep"
"edcollege grad16",0.804051046246804,0.849617072856199,0.946368748857396,0.350638291703684,"rsnSleep"
"raceBlack16",1.40642423236645,0.560317786794207,2.51004745077457,0.0169957287369156,"rsnSleep"
"raceNative Am/AK/pac isl16",0.483177029155186,1.03907740460587,0.465005809012331,0.644891804834312,"rsnSleep"
"raceasian16",0.640261705204265,0.916764376026627,0.698392871655027,0.489681136050636,"rsnSleep"
"racemore than one16",-2.05864314149762,1.1032167153249,-1.86603693807461,0.0706823314856694,"rsnSleep"
"racehispanic16",-1.11626731526992,0.732745141613321,-1.52340459441626,0.136905607660555,"rsnSleep"
"age22-2916",-0.238072494882625,0.673721201801475,-0.353369456454745,0.725993191909883,"rsnSleep"
"age30-4916",-1.22786730840912,0.838024127613181,-1.46519326586248,0.152055210010848,"rsnSleep"
"age50+16",-0.94751301591793,1.17731752137259,-0.804806688694532,0.426523497439701,"rsnSleep"
"hasInsurance16",-0.474770813736193,0.580366964083093,-0.818052789214616,0.419023477702758,"rsnSleep"
