"","V1","X2.5..","X97.5..","variable"
"incomeF20k-49k14",1.64769343069273,0.752405765190775,3.60828394351764,"rsnRelax"
"incomeF50k-74k14",2.27701742307602,0.886188681817747,5.85068219823874,"rsnRelax"
"incomeF75k+14",2.95872817370725,1.08335798581845,8.08049833986825,"rsnRelax"
"(Intercept)15",3.34509781382328e-10,1.84381508731731e-11,6.06876441190524e-09,"rsnExp"
"sexMen15",2.80314613665361,0.797660283021522,9.85084556757858,"rsnExp"
"employmentemployed part time15",2.20797657484529,0.646690993537359,7.53862448029268,"rsnExp"
"employmentother15",0.147801430315231,0.0190453958384219,1.14701017445685,"rsnExp"
"employmentunemployed15",1.28178535666914,0.199526336692401,8.23437009773968,"rsnExp"
"edhigh school grad15",0.253589979854605,0.0269582588682399,2.38546110106618,"rsnExp"
"edless than high school15",0.911277944803941,0.11730344900291,7.07931011189185,"rsnExp"
"edsome col/assoc dg15",0.4982872449953,0.118298264330036,2.09884887095477,"rsnExp"
"raceBlack15",0.815051412703468,0.236698748815147,2.80655816169405,"rsnExp"
"racehispanic15",35954804.2136488,7789624.63182756,165957668.969027,"rsnExp"
"racemore than one15",38406404.7315079,5058891.01082776,291576142.131404,"rsnExp"
"raceNative Am/AK/pac isl15",3.21109579201066,0.51945041389446,19.8500875341752,"rsnExp"
"raceNHW15",35735990.8810732,10319877.8639618,123747689.758209,"rsnExp"
"age22-2915",0.565507520633543,0.175854757769267,1.8185391168813,"rsnExp"
"age30-4915",6.3980307819748e-09,2.13963683275349e-09,1.91316569524643e-08,"rsnExp"
"age50+15",5.41149622882469e-09,1.66145370782181e-09,1.762570410281e-08,"rsnExp"
"hasInsurance15",2.38137867190137,0.381532966706862,14.8636287656469,"rsnExp"
"marStat15",1.49997096544853,0.347116298824516,6.48172645539197,"rsnExp"
"metro15",2.42979931936896,0.347587545097194,16.9854323484318,"rsnExp"
"incomeF20k-49k15",0.250321383069813,0.0576246915720155,1.08739488425157,"rsnExp"
"incomeF50k-74k15",0.21964040818325,0.0446783089288009,1.07976129946598,"rsnExp"
"incomeF75k+15",0.237311748654939,0.0546561712614057,1.03038439667346,"rsnExp"
"(Intercept)16",0.057834493456969,0.00231409601892691,1.44541479958781,"rsnSleep"
"sexMen16",1.66513010851529,0.717610730753534,3.86373581032252,"rsnSleep"
"employmentemployed part time16",1.12347144562996,0.305179422601703,4.13588858116813,"rsnSleep"
"employmentother16",0.296401616151232,0.075375216101954,1.16555444349545,"rsnSleep"
"employmentunemployed16",0.65681192295693,0.128435319303402,3.3589039563119,"rsnSleep"
"edhigh school grad16",0.408841026952129,0.0646979425762353,2.58355951771284,"rsnSleep"
"edless than high school16",0.488678649706425,0.0819995814004408,2.91229319223831,"rsnSleep"
"edsome col/assoc dg16",0.413457648979175,0.121810680782003,1.40338455053314,"rsnSleep"
"raceBlack16",2.37159540961562,0.329218986048504,17.0842661731582,"rsnSleep"
"racehispanic16",0.183888915702568,0.0207128978203433,1.63256409661107,"rsnSleep"
"racemore than one16",0.0822179388825947,0.00564997317173499,1.19642859685054,"rsnSleep"
"raceNative Am/AK/pac isl16",0.765010397770938,0.0620330918388024,9.43433401995245,"rsnSleep"
"raceNHW16",0.553250224022069,0.091580115783666,3.34227367765637,"rsnSleep"
"age22-2916",0.667489790471702,0.166919074526365,2.66921333974675,"rsnSleep"
"age30-4916",0.208953491304132,0.0397756483570369,1.09769578452294,"rsnSleep"
"age50+16",0.253654822747848,0.0270340366259666,2.37999119382128,"rsnSleep"
"hasInsurance16",0.614868783882342,0.209332888316543,1.80604024734642,"rsnSleep"
"marStat16",1.83671711518433,0.698997201831216,4.82624215429357,"rsnSleep"
"metro16",0.902107913636906,0.424851008260608,1.91549195370425,"rsnSleep"
"incomeF20k-49k16",2.97683316999165,0.704764314527765,12.573757693592,"rsnSleep"
"incomeF50k-74k16",1.59270679161837,0.268820494701705,9.43646401247099,"rsnSleep"
"incomeF75k+16",1.9043654522634,0.471286092328538,7.6951300596544,"rsnSleep"
