"","Estimate","Std. Error","t value","Pr(t)","outcome"
"incomeF75k+11",-0.038297890662079,0.271064941623241,-0.141286772213096,0.888620302639057,"rsnPain"
"(Intercept)12",-18.4465772944534,0.921157919788473,-20.0254233266423,1.58625323064458e-18,"rsnEmot"
"sexMen12",-0.615920468954443,0.422100528470961,-1.4591795731353,0.155263462833308,"rsnEmot"
"employmentemployed part time12",0.12101580947105,0.433059632314351,0.279443754256935,0.781887686980209,"rsnEmot"
"employmentother12",-0.972176904612583,0.60616704101244,-1.60381023519329,0.119593026947062,"rsnEmot"
"employmentunemployed12",-0.1830551715673,0.413199428012658,-0.443018937484329,0.661039297702534,"rsnEmot"
"edhigh school grad12",0.0313827530208144,0.560239274866655,0.0560166957739333,0.955712672670783,"rsnEmot"
"edless than high school12",-1.94810902258045,0.932043259843987,-2.09014871574367,0.0454828676708285,"rsnEmot"
"edsome col/assoc dg12",-0.164471606163603,0.635384082143588,-0.258853834689606,0.797576559496739,"rsnEmot"
"raceBlack12",14.7472942768193,0.559448540208412,26.3604124721203,8.22194170557429e-22,"rsnEmot"
"racehispanic12",14.8014503607269,0.449567997385461,32.9237188741353,1.59628558871349e-24,"rsnEmot"
"racemore than one12",15.6255625991361,0.611376048670025,25.5580221585841,1.94422405850708e-21,"rsnEmot"
"raceNative Am/AK/pac isl12",15.3314216720818,0.960962429621919,15.954236294247,6.77266619754904e-16,"rsnEmot"
"raceNHW12",15.1287524648868,0.327756787226683,46.1584719355437,1.06191002088493e-28,"rsnEmot"
"age22-2912",-0.832044969193901,0.37585847786408,-2.21371877500869,0.034869403284191,"rsnEmot"
"age30-4912",-1.01540324483525,0.411510034508722,-2.46750543045075,0.0197497950470695,"rsnEmot"
"age50+12",-1.42175767023764,1.29665292957761,-1.0964828272904,0.281889662285332,"rsnEmot"
"hasInsurance12",-0.218792424289362,0.328739260931151,-0.665550027914629,0.510958097060992,"rsnEmot"
"marStat12",-0.569299025166415,0.661730234441621,-0.860318896637388,0.396670232564744,"rsnEmot"
"metro12",0.544280772017585,0.512432494242048,1.06215116748723,0.296932607265124,"rsnEmot"
"incomeF20k-49k12",0.982648119039638,0.391454569975154,2.51024817286463,0.017896108359616,"rsnEmot"
"incomeF50k-74k12",0.823107706912586,0.511044706218274,1.61063738044285,0.118091366096793,"rsnEmot"
"incomeF75k+12",1.18613165147288,0.445169417518867,2.66444999318178,0.0124627882006295,"rsnEmot"
"(Intercept)13",-5.52979298648914,1.15059103988659,-4.80604558421923,4.34815876008756e-05,"rsnHigh"
"sexMen13",0.759134866982274,0.21103733883189,3.5971590202196,0.00117969380953937,"rsnHigh"
"employmentemployed part time13",-0.00607992082935663,0.304376730093618,-0.0199749856944932,0.984200131009827,"rsnHigh"
"employmentother13",0.365269936296471,0.318264158663456,1.14769422303289,0.260474927875365,"rsnHigh"
"employmentunemployed13",1.17221438935928,0.369935381300014,3.16870039637713,0.0035941686908988,"rsnHigh"
"edhigh school grad13",-0.78878081655136,0.344970245006775,-2.28651841127883,0.0297128042456456,"rsnHigh"
"edless than high school13",-1.19865879119533,0.422429454747467,-2.83753601394083,0.00821255460236546,"rsnHigh"
"edsome col/assoc dg13",-0.742197753560665,0.300424530333833,-2.47049650950917,0.019614545006214,"rsnHigh"
"raceBlack13",1.51264607633264,1.19301965443671,1.26791379396582,0.214914353084179,"rsnHigh"
"racehispanic13",2.34048420430482,1.17100753158088,1.99869269939291,0.0550926931526148,"rsnHigh"
"racemore than one13",2.71729206158952,1.26912636264379,2.14107289988758,0.0408026877827115,"rsnHigh"
"raceNative Am/AK/pac isl13",3.4823544712803,1.2880356400722,2.70361654828517,0.0113514375464162,"rsnHigh"
"raceNHW13",3.32071006431738,1.03157518308174,3.21906742114233,0.00316052715997214,"rsnHigh"
"age22-2913",-0.295499561958275,0.306449498200204,-0.964268382535334,0.342883962101239,"rsnHigh"
"age30-4913",-0.870158610848433,0.325292598041751,-2.67500280082226,0.0121537685387367,"rsnHigh"
"age50+13",-1.75075138003708,0.583349902341166,-3.00120283385797,0.00548271050852181,"rsnHigh"
"hasInsurance13",-0.24679891367786,0.401461249828102,-0.614751520311199,0.543512661793962,"rsnHigh"
"marStat13",0.0554788144550144,0.338862118565823,0.163720910114766,0.871086554723712,"rsnHigh"
"metro13",0.203177639503656,0.323688759126509,0.62769445578506,0.535115956535456,"rsnHigh"
"incomeF20k-49k13",0.237356859443581,0.368436973621161,0.644226493097946,0.524491775936589,"rsnHigh"
"incomeF50k-74k13",0.647648630536618,0.406778942805825,1.59213902782026,0.122196592643168,"rsnHigh"
"incomeF75k+13",0.115208532896184,0.35617365282567,0.323461693424509,0.748666699724317,"rsnHigh"
"(Intercept)14",-5.41507582999989,1.27933765324995,-4.23271824779313,0.000211962332084615,"rsnRelax"
"sexMen14",-0.193572542528576,0.306152448972312,-0.632275009324135,0.532160899729859,"rsnRelax"
"employmentemployed part time14",-0.134658596044352,0.347651305471953,-0.387338099770824,0.701334135980499,"rsnRelax"
"employmentother14",0.132171400769276,0.48217836666444,0.274113087411193,0.785940832232259,"rsnRelax"
"employmentunemployed14",-0.0320501653484154,0.485313368111412,-0.0660401453047502,0.947799044745565,"rsnRelax"
"edhigh school grad14",-0.89721616255787,0.466438714113859,-1.92354565650153,0.0642781337378649,"rsnRelax"
"edless than high school14",-0.480978869303744,0.507440370581123,-0.947852983697227,0.351036437800685,"rsnRelax"
"edsome col/assoc dg14",0.152653133854778,0.372768352058735,0.409512054904075,0.685173048217485,"rsnRelax"
"raceBlack14",0.672434947426762,1.12358464833055,0.598472886244824,0.554170548657625,"rsnRelax"
"racehispanic14",0.252496426757672,1.1483037744051,0.2198864380538,0.827500118280442,"rsnRelax"
"racemore than one14",-0.280738156419453,1.16385412015329,-0.241214213670076,0.811086465396094,"rsnRelax"
"raceNative Am/AK/pac isl14",0.0780786726024219,1.26273746622501,0.0618328628799148,0.951120129852069,"rsnRelax"
"raceNHW14",0.664091213363509,1.02185199647576,0.649889823236511,0.520878594815914,"rsnRelax"
"age22-2914",0.133132156186717,0.312152275015659,0.426497472043215,0.672894797474226,"rsnRelax"
"age30-4914",-0.591690155367844,0.418321080608272,-1.41444020585212,0.167880192390352,"rsnRelax"
"age50+14",-1.44343451366355,0.659794582893558,-2.18770288675803,0.0368988931693106,"rsnRelax"
"hasInsurance14",0.645561152864987,0.418752080307809,1.54163091533888,0.134005832916285,"rsnRelax"
"marStat14",0.117158942661965,0.370063358448975,0.316591578136798,0.753821290550727,"rsnRelax"
"metro14",1.05776937941974,0.487510461755344,2.16973677982439,0.0383615625319519,"rsnRelax"
"incomeF20k-49k14",0.49937638911738,0.399933832704888,1.24864752186612,0.221780451756046,"rsnRelax"
"incomeF50k-74k14",0.822866438820452,0.481484271217007,1.70902039383459,0.0981299025583514,"rsnRelax"
"incomeF75k+14",1.08475950495607,0.512608420014978,2.11615623661502,0.0430362217718513,"rsnRelax"
"(Intercept)15",-21.8183549949871,1.47872318508382,-14.7548609605051,5.13418812548392e-15,"rsnExp"
"sexMen15",1.03074240662584,0.641243869383086,1.60741093340584,0.118799087003701,"rsnExp"
"employmentemployed part time15",0.792076519139951,0.626523357701575,1.26424100459034,0.216210676081418,"rsnExp"
"employmentother15",-1.91188559314523,1.04544997658627,-1.82876812469609,0.077736441967544,"rsnExp"
"employmentunemployed15",0.248253915985556,0.949029149783866,0.261587240014803,0.795488670432276,"rsnExp"
"edhigh school grad15",-1.372036568814,1.14360724274947,-1.19974456047982,0.239948817423991,"rsnExp"
"edless than high school15",-0.092907329677963,1.04598033789572,-0.0888232085364741,0.92983299275195,"rsnExp"
"edsome col/assoc dg15",-0.696578571061722,0.733670424636676,-0.949443439002843,0.350240947296726,"rsnExp"
"raceBlack15",-0.204504084659187,0.630860043103908,-0.324167122160729,0.748138086261537,"rsnExp"
"racehispanic15",17.3977732691875,0.780356195556288,22.2946564251794,8.47922541696651e-20,"rsnExp"
"racemore than one15",17.4637347935331,1.03424193510704,16.8855411879287,1.52571120983121e-16,"rsnExp"
"raceNative Am/AK/pac isl15",1.16661224711667,0.929402878908721,1.25522770973818,0.219417040696172,"rsnExp"
"raceNHW15",17.3916688868393,0.633729197871208,27.4433763589566,2.67189238176269e-22,"rsnExp"
"age22-2915",-0.570031684427669,0.595962573483568,-0.956489064566042,0.346731454995409,"rsnExp"
"age30-4915",-18.8672755842436,0.558864423546183,-33.7600226268195,7.85170843677311e-25,"rsnExp"
"age50+15",-19.0347402150753,0.602476721225046,-31.5941505198259,5.11261426953804e-24,"rsnExp"
"hasInsurance15",0.867679593877155,0.934322072714857,0.928672905431786,0.360724443803679,"rsnExp"
"marStat15",0.405445751553184,0.746718390322852,0.542970089939642,0.591299615560567,"rsnExp"
"metro15",0.887808669320334,0.992134244316392,0.894847319711315,0.378236043028559,"rsnExp"
"incomeF20k-49k15",-1.38500965442979,0.749398706897155,-1.84816125472693,0.0748009126263373,"rsnExp"
"incomeF50k-74k15",-1.51576357815373,0.812516754598577,-1.8655167042095,0.0722551041419779,"rsnExp"
"incomeF75k+15",-1.4383806070528,0.749152817045624,-1.92000960862061,0.0647413867286235,"rsnExp"
"(Intercept)16",-2.85016990868985,1.64215581152855,-1.73562696589482,0.0932459240591066,"rsnSleep"
"sexMen16",0.509903263631809,0.429462625308789,1.18730532899151,0.24474184192216,"rsnSleep"
"employmentemployed part time16",0.116423396770606,0.664950382539489,0.175085840729916,0.862228914106229,"rsnSleep"
"employmentother16",-1.21603993297307,0.698603053291756,-1.74067365901595,0.0923430703469127,"rsnSleep"
"employmentunemployed16",-0.42035756790739,0.832654221230984,-0.504840493435485,0.617485851168377,"rsnSleep"
"edhigh school grad16",-0.894428885656378,0.940627994344042,-0.950884824855886,0.349521056407566,"rsnSleep"
"edless than high school16",-0.716050163594843,0.910726414918094,-0.786240688603768,0.438104247244716,"rsnSleep"
"edsome col/assoc dg16",-0.883200190612192,0.62352525629502,-1.41646257580672,0.167292884122668,"rsnSleep"
"raceBlack16",0.863562897284868,1.0074649592585,0.857164201443251,0.398382498372917,"rsnSleep"
"racehispanic16",-1.69342342269263,1.11408948540343,-1.52000664657508,0.13933828188297,"rsnSleep"
"racemore than one16",-2.49838176614826,1.36621016364271,-1.8286950519288,0.0777476870921706,"rsnSleep"
"raceNative Am/AK/pac isl16",-0.267865853390535,1.28176918729897,-0.208981348627204,0.835923821150251,"rsnSleep"
"raceNHW16",-0.591944895130917,0.917667991106113,-0.645053440751938,0.523963345404354,"rsnSleep"
"age22-2916",-0.404231183998185,0.70716349617798,-0.57162337448545,0.57198148449802,"rsnSleep"
"age30-4916",-1.56564358142602,0.846371074128442,-1.84983115477837,0.0745526530363301,"rsnSleep"
"age50+16",-1.37178090175438,1.14230552551771,-1.20088791580751,0.239511782727253,"rsnSleep"
"hasInsurance16",-0.486346393480912,0.549746394361749,-0.884674094216763,0.383608854620842,"rsnSleep"
"marStat16",0.607979801551977,0.492911272365918,1.23344673907282,0.227313412717413,"rsnSleep"
"metro16",-0.103021127897201,0.38418849446328,-0.268152558918049,0.79048012650533,"rsnSleep"
"incomeF20k-49k16",1.09086004082334,0.735090996510464,1.48397959708626,0.148602901014641,"rsnSleep"
"incomeF50k-74k16",0.46543495348348,0.907744425707198,0.512737881172745,0.612018373249383,"rsnSleep"
"incomeF75k+16",0.644148857165171,0.712481873563594,0.904091572103239,0.373396354183401,"rsnSleep"
